municipio,uf,meta,resultado,diferenca,ano
Conceição da Feira,BA,38.68,27.46,-11.219999999999999,2024
Sento Sé,BA,33.62,24.24,-9.379999999999999,2024
Brejo Grande,SE,34.46,34.6,0.14000000000000057,2024
Mesquita,RJ,44.32,35.09,-9.229999999999997,2024
Santo Amaro do Maranhão,MA,40.2,39.84,-0.35999999999999943,2024
Buerarema,BA,31.49,28.57,-2.919999999999998,2024
Novo Lino,AL,34.56,39.85,5.289999999999999,2024
Bela Vista do Paraíso,PR,64.18,54.88,-9.300000000000004,2024
Alenquer,PA,43.05,35.0,-8.049999999999997,2024
São Gabriel da Cachoeira,AM,43.12,41.25,-1.8699999999999974,2024
Ourém,PA,53.68,56.24,2.5600000000000023,2024
São Vicente Ferrer,PE,53.76,42.6,-11.159999999999997,2024
Santa Bárbara,BA,28.15,31.58,3.4299999999999997,2024
Alenquer,PA,43.05,34.75,-8.299999999999997,2024
Palmital,PR,75.15,69.5,-5.650000000000006,2024
Iaçu,BA,30.13,28.52,-1.6099999999999994,2024
Souto Soares,BA,32.71,31.82,-0.8900000000000006,2024
Pilão Arcado,BA,31.12,22.51,-8.61,2024
Santo Antônio do Içá,AM,63.05,37.94,-25.11,2024
Curralinho,PA,32.28,24.03,-8.25,2024
Ponte Nova,MG,57.17,71.59,14.420000000000002,2024
Buerarema,BA,31.49,29.37,-2.1199999999999974,2024
Campo do Brito,SE,45.54,34.96,-10.579999999999998,2024
Francisco Sá,MG,47.71,35.05,-12.660000000000004,2024
Amapá,AP,38.23,19.3,-18.929999999999996,2024
São João de Meriti,RJ,44.12,35.97,-8.149999999999999,2024
Jussara,BA,30.4,43.44,13.04,2024
Santa Luzia do Itanhy,SE,33.12,22.15,-10.969999999999999,2024
Barro Alto,BA,31.51,29.75,-1.7600000000000016,2024
São Sebastião do Uatumã,AM,56.43,44.12,-12.310000000000002,2024
Juruá,AM,46.8,49.17,2.3700000000000045,2024
Campo Florido,MG,76.57,52.14,-24.429999999999993,2024
Porto da Folha,SE,30.74,16.85,-13.889999999999997,2024
Pacatuba,SE,23.74,28.56,4.82,2024
Formosa do Rio Preto,BA,26.73,28.21,1.4800000000000004,2024
Porto de Pedras,AL,37.21,27.47,-9.740000000000002,2024
Fátima,BA,48.48,49.57,1.0900000000000034,2024
Novo Aripuanã,AM,80.0,50.99,-29.009999999999998,2024
Aporá,BA,24.7,16.52,-8.18,2024
Utinga,BA,40.69,33.04,-7.649999999999999,2024
Amapá,AP,38.23,19.03,-19.199999999999996,2024
Florestópolis,PR,66.94,63.48,-3.460000000000001,2024
Arauá,SE,38.07,28.6,-9.469999999999999,2024
Itarantim,BA,44.64,41.07,-3.5700000000000003,2024
Mairi,BA,46.99,23.42,-23.57,2024
Gravatá,PE,48.26,43.1,-5.159999999999997,2024
Tomé-Açu,PA,53.23,49.49,-3.739999999999995,2024
Porto da Folha,SE,30.74,16.87,-13.869999999999997,2024
Catanduvas,PR,68.32,56.16,-12.159999999999997,2024
Andorinha,BA,39.88,28.44,-11.440000000000001,2024
Coari,AM,45.17,32.72,-12.450000000000003,2024
Ribeirópolis,SE,40.54,42.2,1.6600000000000037,2024
Nova Iguaçu,RJ,40.13,33.42,-6.710000000000001,2024
Piaçabuçu,AL,38.74,42.39,3.6499999999999986,2024
Laranjeiras,SE,23.05,27.35,4.300000000000001,2024
Itaparica,BA,44.71,28.57,-16.14,2024
Chorrochó,BA,41.36,36.19,-5.170000000000002,2024
Cotegipe,BA,46.95,41.9,-5.050000000000004,2024
Nova Olinda do Norte,AM,56.11,48.02,-8.089999999999996,2024
Itororó,BA,52.72,28.85,-23.869999999999997,2024
São João do Araguaia,PA,40.49,35.42,-5.07,2024
Condado,PE,51.14,43.24,-7.899999999999999,2024
Conceição do Araguaia,PA,45.08,50.76,5.68,2024
Maraã,AM,28.09,48.41,20.319999999999997,2024
Ibirapitanga,BA,38.26,22.06,-16.2,2024
Tupanciretã,RS,73.19,44.4,-28.79,2024
Itacoatiara,AM,51.78,42.66,-9.120000000000005,2024
Bragança,PA,48.67,37.0,-11.670000000000002,2024
Campo do Brito,SE,45.54,41.74,-3.799999999999997,2024
Ibititá,BA,33.31,28.0,-5.310000000000002,2024
Boquira,BA,45.8,32.0,-13.799999999999997,2024
Pantano Grande,RS,73.69,25.7,-47.989999999999995,2024
Nova Mamoré,RO,65.81,45.3,-20.510000000000005,2024
Parintins,AM,56.53,51.36,-5.170000000000002,2024
Bodocó,PE,50.85,47.32,-3.530000000000001,2024
Conceição do Araguaia,PA,45.08,50.69,5.609999999999999,2024
Viamão,RS,62.36,24.2,-38.16,2024
Santo Antônio do Içá,AM,63.05,40.84,-22.209999999999994,2024
Tonantins,AM,51.45,30.02,-21.430000000000003,2024
Itaguaí,RJ,48.08,41.61,-6.469999999999999,2024
Jeremoabo,BA,34.24,29.53,-4.710000000000001,2024
Vigia,PA,36.87,37.71,0.8400000000000034,2024
Urbano Santos,MA,77.24,38.63,-38.60999999999999,2024
Afuá,PA,37.86,38.18,0.3200000000000003,2024
Pirapemas,MA,80.0,42.38,-37.62,2024
Igarapé-Açu,PA,39.7,45.59,5.890000000000001,2024
Itagibá,BA,43.51,44.21,0.7000000000000028,2024
Nova Olinda do Norte,AM,56.11,37.34,-18.769999999999996,2024
Maraã,AM,28.09,52.0,23.91,2024
Jutaí,AM,43.26,36.92,-6.339999999999996,2024
Barreirinha,AM,36.81,26.28,-10.530000000000001,2024
Riachuelo,RN,47.19,25.65,-21.54,2024
Delmiro Gouveia,AL,38.15,28.13,-10.02,2024
Alvorada do Norte,GO,67.1,64.99,-2.1099999999999994,2024
Apicum-Açu,MA,38.52,39.08,0.5599999999999952,2024
Miguel Calmon,BA,53.06,36.96,-16.1,2024
Boa Vista da Aparecida,PR,73.58,53.35,-20.229999999999997,2024
Perobal,PR,61.32,70.19,8.869999999999997,2024
Canavieiras,BA,36.12,28.68,-7.439999999999998,2024
Nova Olinda do Norte,AM,56.11,32.8,-23.310000000000002,2024
Colares,PA,58.64,37.22,-21.42,2024
Aquidabã,SE,28.59,20.53,-8.059999999999999,2024
Morpará,BA,38.78,28.89,-9.89,2024
Caraíbas,BA,52.02,35.56,-16.46,2024
Amaturá,AM,65.52,64.58,-0.9399999999999977,2024
Bonfim do Piauí,PI,55.47,35.96,-19.509999999999998,2024
Barro Preto,BA,45.64,24.72,-20.92,2024
Rio Real,BA,47.13,33.21,-13.920000000000002,2024
Cristinápolis,SE,31.96,34.73,2.769999999999996,2024
Centro Novo do Maranhão,MA,46.3,36.86,-9.439999999999998,2024
Belford Roxo,RJ,41.51,38.9,-2.6099999999999994,2024
Ribeirópolis,SE,40.54,38.48,-2.0600000000000023,2024
Rondon,PR,70.28,41.63,-28.65,2024
Igarapé-Miri,PA,43.33,41.34,-1.9899999999999949,2024
Sidrolândia,MS,42.85,39.84,-3.009999999999998,2024
Guajará,AM,64.85,54.66,-10.189999999999998,2024
Baixa Grande,BA,42.94,36.78,-6.159999999999997,2024
Baião,PA,34.71,38.16,3.4499999999999957,2024
Moita Bonita,SE,49.05,58.01,8.96,2024
Ponta de Pedras,PA,45.11,57.13,12.020000000000003,2024
Maiquinique,BA,36.93,32.56,-4.369999999999997,2024
Novo Aripuanã,AM,80.0,53.12,-26.880000000000003,2024
Nhamundá,AM,67.18,57.1,-10.080000000000005,2024
Conceição de Macabu,RJ,54.71,56.17,1.4600000000000009,2024
Maraã,AM,28.09,56.47,28.38,2024
Santana do São Francisco,SE,36.03,22.21,-13.82,2024
Taquari,RS,54.6,31.0,-23.6,2024
Pinheiro Machado,RS,69.19,45.7,-23.489999999999995,2024
Canarana,BA,36.34,33.73,-2.6100000000000065,2024
Frei Paulo,SE,26.27,37.21,10.940000000000001,2024
Itaporanga d'Ajuda,SE,31.53,39.49,7.960000000000001,2024
Melgaço,PA,44.48,28.64,-15.839999999999996,2024
Nossa Senhora do Socorro,SE,26.93,30.11,3.1799999999999997,2024
Ibicuí,BA,62.43,50.0,-12.43,2024
Uibaí,BA,40.0,27.71,-12.29,2024
Taquari,RS,54.6,25.6,-29.0,2024
Aracatu,BA,47.99,28.92,-19.07,2024
São Félix,BA,39.05,31.33,-7.719999999999999,2024
Araci,BA,27.37,24.47,-2.900000000000002,2024
Passo de Camaragibe,AL,48.06,32.59,-15.469999999999999,2024
Feira Nova,SE,36.69,26.0,-10.689999999999998,2024
Mocajuba,PA,38.95,37.29,-1.6600000000000037,2024
Poço das Trincheiras,AL,40.27,48.87,8.599999999999994,2024
Saúde,BA,21.63,20.73,-0.8999999999999986,2024
Muaná,PA,42.83,33.63,-9.199999999999996,2024
Escada,PE,58.74,30.48,-28.26,2024
São Geraldo do Araguaia,PA,51.94,52.06,0.12000000000000455,2024
Senhor do Bonfim,BA,27.01,24.02,-2.990000000000002,2024
São Fidélis,RJ,46.08,48.7,2.6200000000000045,2024
Senador Amaral,MG,71.75,55.11,-16.64,2024
Estância,SE,40.81,29.77,-11.040000000000003,2024
Japaratuba,SE,48.16,58.28,10.120000000000005,2024
Barcelos,AM,53.75,45.31,-8.439999999999998,2024
Barreirinha,AM,36.81,25.0,-11.810000000000002,2024
Dom Feliciano,RS,63.01,35.0,-28.009999999999998,2024
Queimados,RJ,44.56,37.63,-6.93,2024
Magé,RJ,51.74,46.66,-5.080000000000005,2024
Arinos,MG,50.89,50.99,0.10000000000000142,2024
Engenheiro Paulo de Frontin,RJ,65.8,55.56,-10.239999999999995,2024
Oriximiná,PA,41.32,30.61,-10.71,2024
Nossa Senhora do Socorro,SE,26.93,29.82,2.8900000000000006,2024
Igarapé-Açu,PA,39.7,40.43,0.7299999999999969,2024
Cachoeira do Sul,RS,61.21,40.6,-20.61,2024
General Carneiro,PR,79.19,55.52,-23.669999999999995,2024
Taquari,RS,54.6,13.2,-41.400000000000006,2024
Aramari,BA,28.9,17.95,-10.95,2024
Canudos,BA,25.86,30.13,4.27,2024
Nossa Senhora do Socorro,SE,26.93,29.8,2.870000000000001,2024
São Miguel do Oeste,SC,70.46,38.91,-31.549999999999997,2024
Estância,SE,40.81,31.09,-9.720000000000002,2024
Mirante,BA,56.77,46.15,-10.620000000000005,2024
Riacho das Almas,PE,66.6,68.11,1.5100000000000051,2024
Paratinga,BA,28.27,24.46,-3.8099999999999987,2024
Itabuna,BA,38.61,29.75,-8.86,2024
Careiro da Várzea,AM,44.52,32.97,-11.550000000000004,2024
Coronel Domingos Soares,PR,78.53,62.47,-16.060000000000002,2024
Wenceslau Guimarães,BA,44.82,31.17,-13.649999999999999,2024
Itapetinga,BA,45.94,32.22,-13.719999999999999,2024
Riachuelo,RN,47.19,27.78,-19.409999999999997,2024
Anajás,PA,34.01,33.83,-0.17999999999999972,2024
Mendes,RJ,61.95,56.89,-5.060000000000002,2024
Barra de Santo Antônio,AL,37.63,32.98,-4.650000000000006,2024
Ministro Andreazza,RO,73.67,69.17,-4.5,2024
Rio de Janeiro,RJ,60.14,84.73,24.590000000000003,2024
Santa Teresinha,BA,33.84,27.63,-6.210000000000004,2024
Maués,AM,57.61,45.97,-11.64,2024
Propriá,SE,26.71,29.59,2.879999999999999,2024
Japaratinga,AL,30.27,27.69,-2.5799999999999983,2024
Pauini,AM,45.33,48.43,3.1000000000000014,2024
Buenópolis,MG,80.0,75.91,-4.090000000000003,2024
Barreirinha,AM,36.81,24.4,-12.410000000000004,2024
Rio do Fogo,RN,21.44,31.56,10.119999999999997,2024
Jutaí,AM,43.26,30.91,-12.349999999999998,2024
Ibirapuã,BA,63.71,37.84,-25.869999999999997,2024
Abaetetuba,PA,46.03,35.85,-10.18,2024
Goianésia do Pará,PA,51.56,42.29,-9.270000000000003,2024
Querência do Norte,PR,50.89,50.32,-0.5700000000000003,2024
Itaiópolis,SC,67.88,57.23,-10.649999999999999,2024
Governador Nunes Freire,MA,76.8,60.92,-15.879999999999995,2024
Cametá,PA,46.63,39.08,-7.550000000000004,2024
Forquilhinha,SC,62.24,59.08,-3.1600000000000037,2024
Sítio do Quinto,BA,49.83,42.47,-7.359999999999999,2024
Tufilândia,MA,41.57,36.17,-5.399999999999999,2024
São Joaquim,SC,41.26,45.18,3.9200000000000017,2024
Campos dos Goytacazes,RJ,45.1,38.33,-6.770000000000003,2024
Duque de Caxias,RJ,52.5,45.37,-7.130000000000003,2024
Nova Fátima,PR,80.0,79.65,-0.3499999999999943,2024
Serrolândia,BA,39.77,25.69,-14.080000000000002,2024
Teodoro Sampaio,BA,47.18,30.56,-16.62,2024
Cristópolis,BA,50.23,43.75,-6.479999999999997,2024
Itabaiana,SE,33.84,41.79,7.949999999999996,2024
Matipó,MG,80.0,65.0,-15.0,2024
Casa Nova,BA,19.44,20.93,1.4899999999999984,2024
Rurópolis,PA,61.62,54.76,-6.859999999999999,2024
Cururupu,MA,68.14,66.32,-1.8200000000000074,2024
Ouricuri,PE,42.82,30.78,-12.04,2024
Itapitanga,BA,38.06,36.62,-1.4400000000000048,2024
Nova Olinda,PB,51.47,38.04,-13.43,2024
Santa Luzia do Norte,AL,38.86,38.52,-0.3399999999999963,2024
Capoeiras,PE,55.74,69.34,13.600000000000001,2024
Governador Mangabeira,BA,43.51,29.08,-14.43,2024
Barra dos Coqueiros,SE,29.32,28.1,-1.2199999999999989,2024
Marcionílio Souza,BA,28.29,18.57,-9.719999999999999,2024
Nonoai,RS,48.14,36.2,-11.939999999999998,2024
Boa Vista do Tupim,BA,40.29,32.14,-8.149999999999999,2024
Campos Lindos,TO,22.91,38.52,15.610000000000003,2024
Miranda,MS,33.82,38.78,4.960000000000001,2024
Almeirim,PA,37.74,38.92,1.1799999999999997,2024
Araçuaí,MG,50.02,50.75,0.7299999999999969,2024
Oeiras do Pará,PA,25.53,31.03,5.5,2024
Valença,BA,38.08,31.89,-6.189999999999998,2024
Matões,MA,73.54,34.52,-39.02,2024
Malhador,SE,41.11,36.75,-4.359999999999999,2024
Coari,AM,45.17,40.77,-4.399999999999999,2024
Irituia,PA,50.89,49.64,-1.25,2024
Parauapebas,PA,58.58,49.49,-9.089999999999996,2024
Paraty,RJ,55.55,48.89,-6.659999999999997,2024
São Gabriel da Cachoeira,AM,43.12,50.7,7.580000000000005,2024
Japoatã,SE,33.27,39.3,6.029999999999994,2024
Corguinho,MS,51.21,58.66,7.449999999999996,2024
Bagre,PA,52.12,53.31,1.1900000000000048,2024
Anajatuba,MA,73.92,41.33,-32.59,2024
Filadélfia,BA,25.25,36.76,11.509999999999998,2024
Gongogi,BA,34.92,50.0,15.079999999999998,2024
Matões do Norte,MA,66.46,57.42,-9.039999999999992,2024
Carmo,RJ,49.44,67.98,18.540000000000006,2024
Taipu,RN,43.17,17.68,-25.490000000000002,2024
São Gonçalo dos Campos,BA,43.04,24.63,-18.41,2024
Castro Alves,BA,49.79,30.54,-19.25,2024
Cafarnaum,BA,28.79,30.37,1.5800000000000018,2024
Ipiguá,SP,53.23,43.3,-9.93,2024
Tabatinga,AM,47.62,37.75,-9.869999999999997,2024
Campos dos Goytacazes,RJ,45.1,38.87,-6.230000000000004,2024
Olindina,BA,41.3,21.29,-20.009999999999998,2024
Jandaíra,RN,37.5,28.23,-9.27,2024
Igaci,AL,36.85,24.34,-12.510000000000002,2024
Pau Brasil,BA,50.35,32.84,-17.509999999999998,2024
Barrolândia,TO,62.85,49.74,-13.11,2024
Portelândia,GO,72.99,76.08,3.0900000000000034,2024
Crisólita,MG,57.46,48.66,-8.800000000000004,2024
Araguanã,MA,80.0,91.6,11.599999999999994,2024
Estrela de Alagoas,AL,41.35,36.15,-5.200000000000003,2024
Pacajá,PA,43.87,45.49,1.6200000000000045,2024
Quijingue,BA,44.9,34.85,-10.049999999999997,2024
Neópolis,SE,28.33,25.49,-2.84,2024
Curuçá,PA,37.86,33.48,-4.380000000000003,2024
Nossa Senhora das Dores,SE,39.64,28.39,-11.25,2024
Heliópolis,BA,38.42,36.36,-2.0600000000000023,2024
Iranduba,AM,50.85,34.35,-16.5,2024
Capela do Alto Alegre,BA,42.56,45.45,2.8900000000000006,2024
São João do Itaperiú,SC,59.22,64.01,4.790000000000006,2024
Jaguapitã,PR,76.81,62.26,-14.550000000000004,2024
Santo Antônio,RN,68.69,23.56,-45.129999999999995,2024
Marianópolis do Tocantins,TO,31.37,36.72,5.349999999999998,2024
Ubaíra,BA,52.71,38.93,-13.780000000000001,2024
Iranduba,AM,50.85,36.82,-14.030000000000001,2024
Novo Aripuanã,AM,80.0,55.73,-24.270000000000003,2024
Pedrinhas,SE,21.39,11.52,-9.870000000000001,2024
Santa Rita de Cássia,BA,52.33,32.05,-20.28,2024
Fortaleza do Tabocão,TO,54.03,51.71,-2.3200000000000003,2024
Matrinchã,GO,63.07,52.82,-10.25,2024
Itaboraí,RJ,56.04,50.45,-5.589999999999996,2024
Lagarto,SE,42.31,31.27,-11.040000000000003,2024
Acará,PA,45.4,41.73,-3.6700000000000017,2024
Carauari,AM,52.7,49.19,-3.510000000000005,2024
Maués,AM,57.61,51.72,-5.890000000000001,2024
Cerro Grande do Sul,RS,61.22,41.7,-19.519999999999996,2024
Poconé,MT,38.45,38.36,-0.09000000000000341,2024
Iranduba,AM,50.85,53.71,2.8599999999999994,2024
Fagundes,PB,63.9,41.67,-22.229999999999997,2024
Monção,MA,56.61,36.19,-20.42,2024
Santana do Maranhão,MA,80.0,54.17,-25.83,2024
Eldorado do Carajás,PA,57.37,50.59,-6.779999999999994,2024
Tabocas do Brejo Velho,BA,42.53,43.31,0.7800000000000011,2024
Bacabal,MA,51.22,51.38,0.1600000000000037,2024
Sambaíba,MA,80.0,77.94,-2.0600000000000023,2024
Barra dos Coqueiros,SE,29.32,28.04,-1.2800000000000011,2024
Araguanã,TO,44.23,37.81,-6.419999999999995,2024
Alvarães,AM,46.19,58.47,12.280000000000001,2024
Monte Santo,BA,37.95,27.49,-10.460000000000004,2024
Buriti,MA,50.62,28.95,-21.669999999999998,2024
Muniz Ferreira,BA,51.44,41.27,-10.169999999999995,2024
Campo Alegre de Lourdes,BA,43.29,28.04,-15.25,2024
Rondolândia,MT,36.18,51.28,15.100000000000001,2024
Água Doce do Maranhão,MA,69.35,63.75,-5.599999999999994,2024
Japi,RN,21.97,25.76,3.7900000000000027,2024
Alcobaça,BA,50.94,29.6,-21.339999999999996,2024
Tupanciretã,RS,73.19,42.9,-30.29,2024
Machacalis,MG,64.98,65.94,0.9599999999999937,2024
Presidente Dutra,MA,58.95,45.11,-13.840000000000003,2024
Jacobina,BA,37.79,28.49,-9.3,2024
Pau Brasil,BA,50.35,34.68,-15.670000000000002,2024
São Domingos do Azeitão,MA,29.51,36.83,7.319999999999997,2024
Rio Crespo,RO,80.0,62.81,-17.189999999999998,2024
Tracuateua,PA,53.63,37.16,-16.470000000000006,2024
Seringueiras,RO,65.81,66.06,0.25,2024
Retirolândia,BA,25.46,23.58,-1.8800000000000026,2024
Malta,PB,70.29,48.74,-21.550000000000004,2024
São José do Norte,RS,58.23,38.2,-20.029999999999994,2024
Cajueiro,AL,33.95,33.4,-0.5500000000000043,2024
Ribas do Rio Pardo,MS,41.16,42.87,1.7100000000000009,2024
Francisco Sá,MG,47.71,43.35,-4.359999999999999,2024
Rio Preto da Eva,AM,42.05,46.76,4.710000000000001,2024
Correia Pinto,SC,63.0,56.53,-6.469999999999999,2024
Parnamirim,PE,53.79,58.91,5.119999999999997,2024
Belém do São Francisco,PE,56.25,62.62,6.369999999999997,2024
Serrinha,BA,32.42,19.92,-12.5,2024
Bento Fernandes,RN,21.48,29.29,7.809999999999999,2024
Feliz Deserto,AL,44.08,45.9,1.8200000000000003,2024
Analândia,SP,50.32,68.65,18.330000000000005,2024
São Gonçalo,RJ,51.23,43.71,-7.519999999999996,2024
Teresina de Goiás,GO,60.67,62.3,1.6299999999999955,2024
Pinheiro Machado,RS,69.19,50.2,-18.989999999999995,2024
Brejo da Madre de Deus,PE,57.44,48.73,-8.71,2024
Chalé,MG,80.0,66.0,-14.0,2024
Cordeiros,BA,71.03,52.46,-18.57,2024
Nova Soure,BA,29.32,31.41,2.09,2024
Cordeiro,RJ,62.66,64.16,1.5,2024
Iaciara,GO,66.63,65.45,-1.1799999999999926,2024
Lapão,BA,32.3,25.25,-7.049999999999997,2024
São José do Norte,RS,58.23,41.4,-16.83,2024
Itaara,RS,62.43,38.5,-23.93,2024
Novo Repartimento,PA,59.65,47.88,-11.769999999999996,2024
Salinópolis,PA,49.14,50.44,1.2999999999999972,2024
Tibau do Sul,RN,24.51,24.98,0.46999999999999886,2024
Candiba,BA,52.13,41.67,-10.46,2024
Guatambú,SC,50.17,38.7,-11.469999999999999,2024
São Bento Abade,MG,61.84,76.67,14.829999999999998,2024
Canindé de São Francisco,SE,29.89,26.66,-3.2300000000000004,2024
São Vicente do Sul,RS,77.73,45.7,-32.03,2024
Canelinha,SC,62.71,41.17,-21.54,2024
Mansidão,BA,37.76,37.29,-0.46999999999999886,2024
Calçado,PE,61.11,40.68,-20.43,2024
Uruará,PA,67.88,60.84,-7.039999999999992,2024
Tanguá,RJ,59.49,54.46,-5.030000000000001,2024
Nordestina,BA,38.28,26.14,-12.14,2024
Pendências,RN,47.04,33.3,-13.740000000000002,2024
Codajás,AM,49.49,60.23,10.739999999999995,2024
Manicoré,AM,56.43,57.02,0.5900000000000034,2024
Santa Maria do Oeste,PR,76.81,70.26,-6.549999999999997,2024
Magalhães Barata,PA,58.32,60.05,1.7299999999999969,2024
Ramilândia,PR,80.0,77.23,-2.769999999999996,2024
Tucuruí,PA,43.83,44.7,0.8700000000000045,2024
Estância,SE,40.81,43.1,2.289999999999999,2024
São Francisco do Pará,PA,43.6,37.44,-6.160000000000004,2024
Orocó,PE,51.44,50.86,-0.5799999999999983,2024
Ibotirama,BA,48.37,32.87,-15.5,2024
Miraguaí,RS,79.13,46.8,-32.33,2024
Pantano Grande,RS,73.69,29.0,-44.69,2024
Vera Cruz,BA,45.5,38.27,-7.229999999999997,2024
Breu Branco,PA,38.27,50.55,12.279999999999994,2024
Alvorada D'Oeste,RO,36.33,65.35,29.019999999999996,2024
Cardeal da Silva,BA,33.87,33.04,-0.8299999999999983,2024
São Joaquim,SC,41.26,43.8,2.539999999999999,2024
São José do Norte,RS,58.23,51.2,-7.029999999999994,2024
Aiquara,BA,36.39,26.32,-10.07,2024
Aliança,PE,59.27,39.22,-20.050000000000004,2024
Jussari,BA,42.54,31.58,-10.96,2024
Cairu,BA,43.5,32.87,-10.630000000000003,2024
Poço Verde,SE,37.82,40.54,2.719999999999999,2024
Lobato,PR,64.86,54.92,-9.939999999999998,2024
Barra do Piraí,RJ,50.89,48.01,-2.8800000000000026,2024
Monte Carlo,SC,66.43,52.67,-13.760000000000005,2024
Ribamar Fiquene,MA,58.51,50.14,-8.369999999999997,2024
Tomar do Geru,SE,48.79,40.43,-8.36,2024
Vila Bela da Santíssima Trindade,MT,52.17,34.61,-17.560000000000002,2024
Chã Preta,AL,49.65,51.71,2.0600000000000023,2024
Vera Cruz,RS,68.66,41.9,-26.759999999999998,2024
Santa Luzia do Pará,PA,60.36,39.77,-20.589999999999996,2024
Caravelas,BA,47.08,49.78,2.700000000000003,2024
Presidente Sarney,MA,65.63,39.6,-26.029999999999994,2024
Guatapará,SP,67.08,33.82,-33.26,2024
Prado,BA,41.65,32.74,-8.909999999999997,2024
São Sebastião da Boa Vista,PA,53.3,47.41,-5.890000000000001,2024
Feira Nova do Maranhão,MA,80.0,65.38,-14.620000000000005,2024
Oiapoque,AP,33.3,21.03,-12.269999999999996,2024
Juazeiro,BA,38.21,29.31,-8.900000000000002,2024
Coronel João Sá,BA,35.85,36.04,0.18999999999999773,2024
Caseara,TO,23.89,31.53,7.640000000000001,2024
Pindobaçu,BA,41.0,39.19,-1.8100000000000023,2024
Douradina,PR,55.19,68.96,13.769999999999996,2024
Cansanção,BA,36.8,23.19,-13.609999999999996,2024
Ipixuna do Pará,PA,46.0,42.95,-3.049999999999997,2024
Moreno,PE,57.79,43.93,-13.86,2024
Três Barras,SC,54.77,47.98,-6.790000000000006,2024
Apuí,AM,60.64,49.25,-11.39,2024
Santana do Itararé,PR,78.52,54.43,-24.089999999999996,2024
Serra do Ramalho,BA,42.83,26.65,-16.18,2024
Pirambu,SE,33.03,37.68,4.649999999999999,2024
Igrapiúna,BA,37.38,43.64,6.259999999999998,2024
Cravolândia,BA,61.09,34.55,-26.540000000000006,2024
Cachoeiras de Macacu,RJ,55.43,49.28,-6.149999999999999,2024
Sucupira do Norte,MA,54.91,60.0,5.090000000000003,2024
Itacaré,BA,39.28,31.19,-8.09,2024
Angical,BA,44.53,28.44,-16.09,2024
Ponta Porã,MS,61.45,39.22,-22.230000000000004,2024
Italva,RJ,58.72,61.79,3.0700000000000003,2024
Gonçalves Dias,MA,50.85,66.96,16.109999999999992,2024
Nossa Senhora das Dores,SE,39.64,28.34,-11.3,2024
São Francisco de Assis,RS,61.82,45.6,-16.22,2024
Nova Timboteua,PA,55.21,51.68,-3.530000000000001,2024
Prado Ferreira,PR,77.14,73.85,-3.2900000000000063,2024
São Paulo de Olivença,AM,40.03,32.06,-7.969999999999999,2024
Erval Velho,SC,60.39,58.15,-2.240000000000002,2024
Tabatinga,AM,47.62,40.36,-7.259999999999998,2024
Sete Quedas,MS,58.52,53.09,-5.43,2024
Paraopeba,MG,53.95,75.74,21.789999999999992,2024
Camutanga,PE,60.07,66.81,6.740000000000002,2024
Massaranduba,PB,50.02,40.69,-9.330000000000005,2024
Cariri do Tocantins,TO,22.48,52.01,29.529999999999998,2024
Chapadinha,MA,52.46,41.58,-10.880000000000003,2024
Alto Paraíso,RO,64.58,60.45,-4.1299999999999955,2024
Macaíba,RN,36.28,30.13,-6.150000000000002,2024
Correntina,BA,43.32,26.64,-16.68,2024
Três Barras,SC,54.77,49.49,-5.280000000000001,2024
Aldeias Altas,MA,69.85,45.37,-24.479999999999997,2024
Maraial,PE,70.93,58.48,-12.45000000000001,2024
Araripina,PE,60.73,52.06,-8.669999999999995,2024
Ibipeba,BA,36.9,36.88,-0.01999999999999602,2024
Tailândia,PA,44.19,37.9,-6.289999999999999,2024
Curuá,PA,44.07,42.47,-1.6000000000000014,2024
Uarini,AM,19.75,37.98,18.229999999999997,2024
Dom Feliciano,RS,63.01,43.7,-19.309999999999995,2024
Coari,AM,45.17,47.75,2.5799999999999983,2024
Anapu,PA,53.88,48.45,-5.43,2024
Guaratinga,BA,29.89,22.64,-7.25,2024
Itabaiana,SE,33.84,40.82,6.979999999999997,2024
São Domingos do Araguaia,PA,51.56,40.37,-11.190000000000005,2024
São Joaquim,SC,41.26,43.26,2.0,2024
Caldas Brandão,PB,59.08,32.4,-26.68,2024
Itaguajé,PR,62.76,76.11,13.350000000000001,2024
Aveiro,PA,61.01,64.37,3.3600000000000065,2024
São Gabriel,BA,40.09,33.54,-6.550000000000004,2024
Luís Eduardo Magalhães,BA,36.53,35.72,-0.8100000000000023,2024
Carinhanha,BA,35.7,31.96,-3.740000000000002,2024
